,0
175,"I loved the snowball fight and then I saw the locals were in the film. This is awesome! I'm from Halloweentown/St.Helens, OR. Anytime a production includes the locals, makes it a special film. I also loved Buddy! Thanks!"
176,Jingle Jangle is Netflix's foray into the Christmas musical market.Forest Whitaker is the grumpy inventor Jeronicus Jangle. Many years ago he was the greatest toy inventor. Then his young apprentice Gustafson egged on by a villainous toy stole his his various designs and became famous and wealthy.Now Jeronicus is heavily in debt and has lacked a creative spark for many years. When his estranged granddaughter visits him he is coaxed back and inspired to work in his latest creation. A talking robot.This is an engaging film but let down by forgettable songs. It needed a big show stopping number. The kids might find the songs a tad dull and also the movie is overlong. The colourful production values are very good and almost Disneyesque.It does borrow heavily from other movies. The Princess Bride in the way it is framed as a grandmother tells a story. The Greatest Showman is the obvious inspiration and Wall-E by the look of the robot.
177,"The film is stunning. Beautiful sets, costumes, CGI, and talented actors. But the story is so boring, and the musical numbers are dire. It desperately wants to be The Greatest Showman, but doesn't come close. Also, its not at all Christmassy."
178,"Having just reviewed the darkly comic Christmas story Fatman, starring Mel Gibson, I anticipated being hauled into the light spirit of a classic-type holiday musical called Jingle Jangle: A Christmas Journey. I was right-it is like other Christmas stories specially crafted with high voices and high jinks for kids, and not so much for adults.The story is boilerplate holiday sentiment-family trying to bring everyone together amicably, greedy guys trying to tear family apart, and songs suiting meaning without much to remember except bouncy tunes and dazzling dancers. Oh, yes, one of the only white guys is the banker Delacroix (Hugh Bonneville), who is about to foreclose on the shop (been there and better done in It's a Wonderful Life).Jeronicus (Forest Whitaker as the older, Justin Cornwell as younger) has lost his gift for invention as well as his invention book, thanks to former assistant Gustafson (Keegan-Michael Key), a disaffected emerging inventor seemingly ignored by his boss. Jeronicus, now just a toymaker with a toy shop now pawnshop reminiscent of the kind of clutter Johnny Depp made magic with) will, of course, be saved by his irrepressible granddaughter, Jessica (Madalen Mills-no child could be that cute, but she is), who has his inventive genes in good order.Writer-director David Talbot knows how to create and sustain the imaginative world of effervescent kids to complement it with serviceable songs from Philip Lawrence, Davy Nathan, Michael Diskint, and John Legend (a producer of this film) like ""Square Root of Possible"" and Legend's R & B ""Make It Work."" ""Magic Man G"" may be the most memorable, and ""This Day"" could have been from any Broadway musical.Jingle Jangle has the potential to be a holiday staple despite grouchy critics like me for whom Bad Santa is the mark of excellence. If you gravitate to over-crowded Dickensian sets, clear villains, weepy moms and grandmas, and magical inventions like the High-flying Buddy 3000, a robot who talks and seems descended from E.T. or Wall-e, then relax by the fire with your kids and a modest cognac, and watch it on Netflix.You may doze, but then you can pick up the story because you've seen it all before. Merry Christmas."
179,"Nice story, ruined by the musical!! Every 15 minutes...God!!!"
180,"The movie was missing something. It just seemed too simple. I think a darker tone would've elevated this film. But regardless, it's unique and kids will like it."
181,"Beautiful story with amazing cast.. but the sets, costumes, music and choreography make it absolutely magical."
182,"I do not understand those negative reviews at all. This was a fun, sweet holiday musical aimed at kids but enjoyable for adults too. The music and dancing was top notch. The costumes and sets were eye candy. Such talent all the way around. I guess haters gotta hate, but don't let it deter you from watching. This was really a lot of fun to watch and it got better and better. I'm going to have to watch again because I want to learn the songs. Love it!"
183,"A Christmas adventure movie.
Made of magic.
It is about an inventor who achieves his greatest creation and is stolen by his apprentice, unleashing a great adventure.
A great blockbuster.
Quality.
Entertaining
Family.
With well-executed musicals and original songs, although in two or three moments the musical ensemble looks a bit out of proportion.
Forest Whitaker is spectacular as always and also sings.
Ricky Martin voices an animated character.
Only two or three moments the special effects are not fully achieved, the animated characters and the sequences where there is action are not well achieved, the video game graphics look better.
It reminds us of what Christmas is, to give, to share, to spend it with our loved ones, to forgive, but above all to have faith and believe.
A movie that aims to become a Christmas classic."
184,"Jingle Jangle mirrors many Christmas films that we know and love and provides a breath of life into a recently stale genre. Pulling themes and familiar tropes from classics such as Edward Scissorhands, The Wizard of Oz, A Christmas Carol and The Grinch. From the music to the costumes, characters and scenary Jingle Jangle is ""something sensational, something spectacular, something revolutionary.""We are invited to listen to the tale of the world's best inventor, Jeronicus Jangle's (Forest Whitaker) fall from grace due to the thieving acts of his apprentice Gustafson (Keegan-Michael Kay). Losing everything, we see a beaten and broken Jeronicus, in a shabby, bleak, Scrooge-esque state, fighting for survival and in need of a Christmas miracle, to help save his shop and his home. Will his family, friends and colleagues provide him with the support he needs to regain his identity, imagination and creativity?From the very beginning Jingle Jangle is a wonder to the eyes and ears. Jeronicuses environment looking like a mix between Diagon Alley and the city center of Whoville; you are sucked into the world effortlessly. With its streets populated with individuals wearing clothing resembling the familiar bright wrapping paper patterns we use every year. With a contrasting emerald colour scheme, for Gustafson and his henchmen; echoing that of another fraudulent inventor ... or wizard, that we tend to see this time of year. Matching the dazzling garments, we are treated to slightly cheesy, but totally expected, impromptu song and dance numbers throughout. Something that even Jeronicus questions during his love interest Ms Johnston's (Lisa Davina Phillip) solo number. ""Are you drunk? Background dancers?"". A stand out performance by Journey (Madalen Mills), Jeronicuses Granddaughter is one to look out for.With the introduction of Journey and her meeting Edison, Jeronicuses assistant, we are filled with hope as we find they have what Jeronicus has lost. Creativity, wonder and belief in themselves to follow their dreams.Jingle Jangle: A Christmas Journey is a heart-warming, colourful, thoughtful, underdog adventure for all ages. High budget production, slick performances and choreography, and a memorable tune here or there. Jingle Jangle reminds us of what it is to have a childlike curiousity when approaching all that we do and to never give up. Even when times are tough (I'm looking at you... 2020).""A child with an imagination always belongs"" as does this film, to your watchlist.8/10, would watch again."
185,"I rarely write reviews, but this wonderful movie warrants it. I'm disappointed but not suprised by the obvious posts from racists who consistently downgrade films with predominantly black casts. This movie is not at all racial unless merely having a black cast makes it so. If that's the case, are all the holiday movies without any people of color suddenly racist? Of course not! Let's just enjoy the movie for what it is - an endearing holiday musical filled with magic, stunning visuals, catchy music and great choreography. It's also a wholesome family movie with a positive message. I'm adding it to my collection of movies that become a holiday tradition."
186,"This film very much takes a leaf out of its flying Buddy 3000 robot. It is wonderfully and masterfully constructed; it is visually spectacular; and, at its core, it brings a beating, emotional heart."
187,Don't waste your time on it. Rewatch a classic christmas film instead
188,"Mumbled dialogue, waaaaaay too long and out of place musical numbers.
It has all the ingredients to make a blockbuster, but widely misses the mark. The first 15 minutes are excellent, but it takes a dark turn after that and starts to meander.Avoid if you value your time."
189,"The story itself is simple and endearing, however the film itself is too full. Alsmost as if it is trying to overcompensate, while not focus on any character properly. It is just not funny enough, and extremely childish. And too long to be entertaining for children"
190,"I am a HUGE FAN The Greatest Showman. I had no expectations of this movie coming close the Greatest Showman. But it's cute. The story starts off like a tragic Disney flick and it's ""kinda sorta"" cute but a little cheesy. The gal who is hitting on the father didn't seem to be a necessary part of the story and honestly, the scene of her hitting on the father/toy creator was completely unnecessary and made my daughter uncomfortable as it was an unwanted ""advance"" to a guy who was completely unaware how she felt about him.It didn't need as many songs, as we agreed there was one song we were interested in listening to again.The setting was adorable with cute Christmas vibes!"
191,"Like my summary suggests, the music, unlike the lyrics, was really unfitting for the theme and time period of this movie. Saying this, the music was really good and enjoyable non the less.Sets and costumes were really good. Sadly there are not many locations, but they do make the best out of it. The dancing choreography was better than expected. CGI was a lot better and more believable than most big block busters, so that is a huge plus.I really wish the entire movie was with animated puppets, because they looked really awesome. The actors were not bad, quite the opposite actually.It was a shame they used an older actor for the main character, instead of using the same just with some facial changes to make him appear ""older"".Humor, while not really amusing, was not bad that it got distracting.I do not know if children will enjoy it, since there is a lot of talking.
Even tho the music was very unfitting, I still enjoyed it."
192,"I only really watched this because of the people saying it's like The Greatest Showman... It's not. The story is pretty dull - although it had a promising start.
It's pretty well acted, the cast is likeable, the song and dance routines are ok while on screen but instantly forgettable.
The trailer made it look like this was going to be some sort of Christmas buddy movie with the girl and her robot but the robot is barely in it.
It's fine, the kids will enjoy it but it's not destined to be a classic which is a shame as it could have been so much more! And more should of been made of Mrs. Johnston and her backing singers who are great!
My guess is that a lot of people will really enjoy and rate it highly for it's diversity of cast..."
193,"I had a high hopes for this movie as a lover of musicals and family movies. I will say that my kids liked it and the costumes and dancing were fun, but I found the story to be very boring."
194,"Conceited, contrived, trying too hard. Good cinematography though."
195,But why the hell do they all think they have to sing?
196,"I will admit I am a cynical man, but when I was watching this Netflix is clearly trying to paint a perspective of how they see the world and be at the forefront of racial change even if it means making this movie hyper stereotypical and go backwards in what they think they're achieving.Besides the aggressive racial ploy the movie for what it's worth is not terribly bad. It has a great production value and it's easy on the eyes. The acting is really good as well but the movie also falls into the trap where it tries to do too many things at once and at sometimes seemed like it was trying to do too much and lost itself.If you're into Christmas movies for the sake of it, this might be your thing, but it doesn't bring anything new or classic to the table. Essentially a rip of Greatest Showman with a netflix burning left agenda twist on it. It was lighthearted enough to make me smile in certain bits and this is why I wouldn't give it anything below a 5. But this movie is definitely passable."
197,Utterly dreadful nothing to recommend poor very very poor
198,Some you win some you lose this doesn't work it's dreadful
199,"Too long, bad acting, overdoing it way too much. Very disappointing. Besides the sets and the costumes it's a waste of time"
