,0
418,Every body did brillant work but rajkumar roa and Pankaj Tripathi nailed their characters. Both of them were fantastic. Their screen presence and cic timing was hilarious. They have never played such diverse character but still they nailed it. And the actress who qwa
419,And the whole cast did an excellent job and again Anurag Basu deliver a masterpiece.
420,"Best movie of 2020.
Chalo kuch to accha hua 2020 m."
421,"A true masterpiece movie.
Couldn't guess the plot even till the last minute.
Wish this got released on the big screen."
422,Probably the best thing that happened in 2020.. u will enjoy every single minute of the movie...
423,Such a worst movies to watch. I feel boring during all the time. Not a worthy movies to watch.
424,Trailer and movies oky like time pass one watch. Bollywood like copy paste movie no great fun
425,"It seems interesting at the beginning but then you find there is no logic anymore and it never ending! Also, dont know when will Bollywood stop insulting Hindu gods?"
426,Torture😠😡😤...full.of hinduphobia....characters making fun and abusing hindu deities for no good reason...total cringe!!
427,The worst movie. Don't want bullywd anymore. These ghtiya druggies ppl don't deserve our love.
428,"LET'S DEPRESS BOLLYWOOD. Everyone has realised that these Bollywood fraternity r COWARD who cannot open their mouth 4 the JUSTICE OF THEIR OWN COLLEAGUES Really Shameful? We all were unnecessarily wasting our Time & Money on their Flop Movies. BOYCOTT & DEPRESS THEM PERMANENTLY.There is a sizeable number of TRAITORS in Bollywood who r here to propagate the agenda of ISI Agents. What for u are here, leave this country & go wherever u want to. No Indians r interested in you nor in your movies. Don't be a burden on our country. Beware of these Traitors."
429,I didnt like this movie no sense! And bollywood 🤣 waste of time and money
430,"If there was a rating less than 1, I would have opted for that
Another slimy movie that adds unnecessary masala targeting Hindu faith as a laughing stock. A movie releasing on Deepavali, systemically targeting RamLeela when Soorpanekha uses slangs and beats the Ram character on stage. This is the idea of dark comedy by Leftist mafia.
Then Hindu God role playing characters - Shiv, Hanuman etc. are shown pushing the car to gear start and the kid girl is making faces and making fun of them - This is the idea of Dark comedy by Leftist Mafia
And then there is that ventriloquist scene by Aditya Kapoor in which he uses the puppet to parrot another left propaganda - Cows get votes in our country. then makes fun of the only RW reporter Arnab - All in all, the left has become a desperate lobby that introduces unwanted, unwarranted scenes as masala that have no relevance with the story line - only to induce Anti Hindu sentiments and mock Nationalist vibes."
431,Another garbage from Bollywood. Problem with Bollywood is not the right cast and talented actors left behind. Nepotism and untalented nepotism kids ruin the indian movie platform.
432,Zero on content. Utilize your time on some better stuffs
433,"Initial 30-40 min movie is good, after that what they want to show and what they want to achieve they can only tell. Even if you sleep for 40 min in between, you won't miss and will be able to catch up with movie, if you still want to watch.
Pankaj tripathi good as always, Abhishek does same acting like tree so is Aditya roy kapoor.
In every movie they will have Muslim guy but not in this, because it has Yamraj in it, which Hindu believe so putting muslim guy might hurt their religious sentiment but they are making fun of hindu gods again like in every other movie."
434,"I wasted my time and money, there is fiction which clearly look pathetic directions."
435,Another jehadi movie... Bollywood has no quality... I m fool that i tried to watch another bollywood movie
436,Deducting 5 star for chitragupt's and yamraj's acting and remaining for the movie's plot.. A movie which goes on and on without any intention just to merge 4 seperate stories.. I think motive was to create dark comedy like delhi belly but couldn't even get near to that genre.. A seriously failed attempt in creating a movie for any kind of audience
437,"Waste of money in ways we don't even know
Think many times before you watch"
438,Just showing the propaganda against a particular community
439,"How to brainwash the young generation in the name of entertainment, and start despising/belittling their culture - is the intent of this so called dark comedy.Avoid it"
440,Bollywood never tires of attacking Hindus. This movie has gone one step further and attacked an eminent journalist as well. Either they copy paste from the South or Hollywood or come up with pathetic scripts like this one !
441,"No one has spoke out for their co star SSR justice , so , boycott movement going on"
442,No Idea About This Film Wahat Happened...Such a Bad Movie I hd Ever Seen..wrost Than Baaghi 3 And Race 3...
443,"Ludo, is like a badly cooked ""khichadi"". No storyline, no consistency in scripting. No two scenes are coherent. 'Naa koi sirr Naa koi paer."" Poor direction. Bad photography and weak editing. A utterly confused director tries to link his own life's philosophy with four different stories which are not coherent and irrelevant. One of the worst movies ever made."
444,"The worst part is the background track, it tries really hard to make things look funny, but fails miserably. There is not much of story. You just create some random stories and then somehow connect them"
445,In many scenes they have made sure to make fun of hindu gods and culture. To hurt sentiments of Hindus is something not acceptable. This looks a bigger agenda for people involved in making movies.
446,"Not sure about all those over the top reviews, but couldn't find anything extraordinary about the movie.
Making fun of cows,Hindu idols, Hindu Temple, jokes about Arnab's show and voice for narration is a gift,its not for everyone.
The way the stories are connected is quite impressive and individual performances from Pankaj Tripathi and Rajkumar Rao are amazing, rest others also did justice to their characters.
Watch it with low expectations on Sunday afternoon.
Cheers"
447,"Waste of time. Don't watch it, it's totally Hinduphobic, demeaning hindu gods."
448,"Such a shame that some people are behind this Bollywood!
They don't have respect to a co star like Sushant.
All are druggies.
Why people still want to waste time In Bolllywood I don't understand.
I have one agenda now Boycott Bollywood."
449,"Including nepotistic products will actually just offer bad acting, really crass performances. It's time Bullywood should refrain from casting nepotistic products, and start giving real talent a chance.
Such a badly made film & even worst performances by Abhishek Bachchan, Aditya Roy Kapur.
Nothing but disappointing. !!"
450,"The 3 stars are due to a star each for Rajkumar Rao, Pankaj Tripathi and the concept.
The director had a good story but took too much time..With many unneeded scenes and pacing.
A good screenplay and some sensible dialogues would have made it better.
There were many weak links in the direction and unnecessary dialogues which had absolutely no use but to mock.
Expected a lot better from Anurag Basu."
451,Ludo is an average movie with an average script.It's too long and definitely not in same league of dark comedy like Delhi Belly.
452,"The movie is very redundant in its selective criticism of our society's ills. While the message conveyed is OK, with a lot of space to add for creativity, the movie directors were burdemed with the same old tendency of virtue signalling via preaching inclusivity. Not done. Hope Anurag Basu does better and improves. Regret watching it, will recommend my friends to keep away"
453,Third class movie from a third classs director. Bad job
454,"Keept sleeping after every 10 mins.
Entire story is filled with plotholes, PJs and stereotypes."
455,Full of BS. No story line.bad direction. bad editing. This type of movie should be banned. OTT platefrom should be regulated from this BS movies.
456,"I watched after it went viralIt has a promising cast. The story is interesting in bits and pieces.If you are high and drunk, you can watch anything even this.If sober like i was, not a recommended watch."
457,"Lacks story , comedy was forced and in bad taste . If looking for entertainment, better to watch Korean cat videos"
458,This movie has is a joke in the name of art. you people make jokes on Hindu gods shame on you.
459,Please don't waste your time watching this sub standard production by people who have no creative or story telling ability. They were even unimaginative to come up with a good name
460,Great performance with excellent direction and dark comedy... entertaining and worth watching
461,"The movie has multiple plots and characters which are connected to each other. The characters are so well written. You'd fall in love with even the characters with very little screen time. And obviously the actors are great.. they've done justice to these characters. Would definitely recommend everyone to watch this movie! It's quite different and brings so much hope in the bollywood space! Although, the ending disappointed me."
462,"I think, I watched a great Hindi movie with a solid story line after sooo long which wasn't a copy of any other movie neither a biopic but a total original. From the screenplay to the scripts, everything is so great and on point. The humor of the movie and the comedy timing couldn't be any better. All the cast-members were so solid and excellent with their parts. Each and everyone, individually were just great.Four different life stories go on with these sets of people and each story ends with a beautiful message.Overall, just Loved the movie. Mr. Basu really did his best work and you can totally see that through the entire film.As a viewer and a Bollywood fan, I really enjoyed the whole movie a lot and couldn't be happier to see such a film after so long."
463,Hats off Basu .... once again u did it.Awesome ...xllnt.....Narration superb
464,Don't miss it must watch every one did a mindblowing work especially abhishek bachchan
465,"Reminds me of the old time hera pheri, type blunder. Cast is top notch and story hilariously well connected."
466,"Most entertaining flim I watch till date!!!(watched more than 150 good films till now)
-T-Series stand off clapping for uhh for your background music from start to end😻
-what a majeedaar acting and awesome done by rajkumar and Pankaj Tripathi!
-SCREENPLAY is very fast and very engaging+entertaining!!😊👍
-Songs are also very relaxing and good!
-highly recommend"
467,"Well thought through chaotic plot, perfect combination of comedy and crime thriller."
468,Best movie absolute worth watching. This movie is Must watch
469,"Ludo is a mixture of brilliantly arranged 4 diff stories in the format of ludo game ! Anurag basu is a brilliant man ! The screenplay of this movie is very complex but yet we understand everything ! Cinematography is next level ! Story writing, character depth everything is just perfect ! Climax could have been more good , this is the only weakness in movie ! Music is on another level and is perfectly placed in movie ! Performances of all actors are up to the mark ! Anurag basu is a genius , the way he related all stories is just exceptional ! Overall this movie contains everything humour , emotion , a bit romance !! I personally loved rajkumar rao's character (funnily emotional) ! Overall ludo is a must watch film !"
470,One of the best movie i have ever watched. Every one was entertaining
471,Don't pay attention to low ratings...some people are still on mindless boycott spree and seems to have no taste in cinema whatsoever. The movie is absolutely great and leaves you warm and smiling. I enjoyed the subtle underlying philosophy in every story. All the actors did justice to their parts. It is arguably one of the best Indian movies I watched in 2020.
472,"There are Fewest movie in Bollywood, which has a perfect story with perfect starcast and this movie is one of them, this movie takes your attention from the starting. The Ending of the story is perfect, all credits goes to Mr. Anurag Basu. Perfectly connects all characters of the movie. Pankaj Tripathi, Rajkumar rao, Aditya Roy and Abhishek bachchan all actors done their work perfectly. This movie have, Drama, Comedy, Emotion. And most important a Great life message."
473,"It is absolutely anurag Basu thing.
No character in the movie is loose every single character has as its soul intact.
The timing of pankaj tripathi.
The amazing act of rajkumar Rao
The charming Aditya Roy Kapoor.
Actresses were great.
And the Abhishek bachchan at his very best less talk more towards acting.
This is a well made movie we must watch watch you will not regret watching."
474,One of the most impressive films of the year. Anurag basu has nailed it again.
475,A must watch entertainer. Black comedy at its best. All actors played their part so well. Very well directed by Anurag and music has also suited the situations.
476,It's a new form of entertainment well made by mr Basu he perfectly merged all 4 colours of ludo and ended by resting them in their respective life'sSuperb acting by Pankaj and RajkumarThe movie perfectly takes twists and turns like in ludo game with other aspects like emotions humour action background scores etcA little bit of editing is requiredYou have to prepare yourself for a new kind of entertainment in Bollywood
477,Finally a good (original) Bollywood movie after a long time with sone good soundtracks
478,"No need to watch any bullywood movie as they dont deserve this.
Wanted to give 0 but there was no option so giving 1 dont be much happy."
479,Worst movie seen. Please don't waste your precious time on this crap
480,Please don't waste your money or time to watch this movie. Completely pathetic movie plot.
481,Over acting and very bad story. Not interested. Story is boring. Bad location just boring.
482,Avoid this movie..yet another worst movie of 2020..
483,I wasn't expecting this good !! All the actors nailed their performances..esp pankaj sir and rajkumar rao. Even junior bacchan was good. The storyline and perspective of fulfilment of life was beautifully written and portrayed by the director !
484,"Another masterpiece of Anurag Basu... This is a fantastic movie... Fantastic story telling, direction & acting department is also superb... Pankaj Tripathi, Avishek Bachchan, Sanya Malhotra.. all r brilliant."
485,"Low class Bollywood product, cannot watch with family."
486,"This movie is total waste of time, its a hinduphobic movie which runs left propoganda, if u hate anti nationals then give this movie a miss"
487,"The movie is about four different stories that comes across each other at a given point of time just like the game Ludo. But here is the thing, all the stories as an individual had a point in it but they were brought together with each other with too many co incidents. I mean some times you feel like it's forcefully asked to cut each other's path which makes the plot boring and unreasonable. At certain places, it does make you laugh but you would know what happens next as the storyline progress which is where it becomes almost unbearable. It's not as great as I thought it would be after looking at some reviews. Not for me at least."
488,What the hell was this... wanna be Quentin Tarantino!!
489,It's full of chaos and madness...One disaster leads to another.
490,"Anurag Basu brings nothing new to the dark comedy genre. It will be a good watch for viewers who have no earlier experience in the genre. As usual Pritam delivers a soothing soundtrack for Basu's movie but except the Humdum song all others will,most probably, be lost in 4 months time at best. Among the actors Pankaj Tripathy, as usual, stands out with Ishtiyak Khan delivering a short but sweet performance.Fatima Sana Seikh is at her wooden best here with almost the same expressions carried over from ToH. Rajkumar Rao just sleepwalks through his role, Abhishek Bacchan, Aditya Roy Kapoor, Sanya Malhotra all does justice to their wafer thin characters. Overall, it is perhaps the best for Basu that this film wasn't released in the theaters."
491,"Anurag basu's LUDO is a deliciously dark comedy about 4 different stories that are 'colored' to represent various colors of the game Ludo.
While it does appear gimmicky at times, the resultant cinematography is exhilarating, to say the least. The movie is a masterpiece for those of us who relish the negative side of human nature, but care about the redeeming features in each of our protagonists.
The actors are top rate, from Aditya Roy Kapur, Sanya Malhotra, Abhishek Bacchan, Panjak Tripathi, Fatima Sana Shaikh & awesome support cast too. Rajkummar Rao is a revelation in his role as the love-struck break-dancing Anil - to say more would give away the extremely complex but smoothly interacting story lines. The characters are well admirably well sketched out, more creditable given their large number & complicated storyline.
The scale and the ambition of the Anurag Basu's movie is breath-taking. It has many twists and turns and remains spectacularly unpredictable and bursting with so many ideas that sometimes you wish that this was a web series instead of being just a movie. Unlike a conventional 4 stories tale that would slowly converge at the end, these stories keep on violently intersecting through out keeping us glued to the action. And did I mention the colors? Bright, vivid and dream-like, almost all scenes are shot in unique innovative cuts. This movie is one of those guilty pleasures that you would want to watch again. It reminds me of Kaminey (Dir Vishal Bhardwaj) and Ugly (Dir Anurag Kashyap) given the characters and their motivations.
The movie is full of unforgettable scenes and very detailed characterizations, the killing of the diamond trader is a pivotal moment and it is seen from the eyes of so many people. The dancing scene with the Mallu nurse & Mallu DJ scene is hilarious. I could go on, but it would make little sense until you have watched the movie yourself 😊!
This is not a movie for most people, though, the language, the violence and the non-linear narrative would be off-putting. The characters would appear to be acting randomly at times with little motivation beyond greed & anger most of the times.
Yes, the movie is filled with gore and gratuitous stylized violence. It is a little too long at 2h 30 min and some of the ideas don't work - the yamaraj and his crony appear in the start and then mostly at the end - without adding much except playing Ludo.
Given the frenetic pace of the movie, the climax appears to be not much more than what has been going on through the entire movie, but it does tie up a few things well.
This movie is going to become a cult classic dark comedy, one of the best from India. Thanks for giving us something enjoyable during these trying times Anurag Basu!"
492,"Love this movie, at some point you lough like mad...."
493,"If you're reading this review before watching ludo, I'll suggest you to watch the film.
Storyline of this movie is totally different.
Lot's of laughter, lessons and how life goes on is showed."
494,Watch it for Raj Kumar Rain and Pankaj Kapoor..world class acting..I have goosebumps..so happy to see Indian cinema making this type of movie..very gripping..and entertaining..and can't get over the song..beta g!!
495,"Don't know about others but this movie has reached my level of expectations, i loved how all stories got connected and everyone has done well. Songs were also good. A perfect film for OTT"
496,"Never got bored a minute
Keeps u into it till the end"
497,Whoever is reading this review before watching movie dont waste your time just go n watch.
498,Power packed performance of all actors...abhishek bachchan and pankaj tripathi is awesome as always.....rajkumar rao also gives great performance...
499,"Ludo - Anthology Dark Comedy Crime Movie
Cast - Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Pankaj TripathiAfter really long days, such a fantastic heart touching thriller movie. This movie is packed with heavy dialogues from various characters. In this movie, four separate stories are narrated and convert into a marvelous single story just like a game of Ludo board. I loved everyone in this movie especially Abhishek and Pankaj was top-notch. The screening of this movie, the assembly of scenes together, and the flow of the story is beyond the standard of Anurag Basu.On the other hand, I could not find any drawback to this movie. I was so into the movie. There is a scene from Abhishek in the last part of this movie, which I think nailed the whole expectation. One serious dialogue example is mandatory, ""kam paisa me khush rehna difficult hai, leken ziada me impossible"". For being a comedy movie, it provided a deep sense of humor as well as some simple funny setup, I liked both. It is a movie that can be seen again and again just because it never gets boring. I have seen a really good movie after long days to which I can give ratings openly. This is a true masterpiece.Personal Rating - 9/10"
500,"The ""o beta ji"" Song became my favorite after watching this movie. 😂.. Best movie with best actors.. Everyone has done their job perfectly"
501,After a long break i saw one of best movie in 2020. Thinks a lot Anurag Basu making such kind of cinema 🙏💯💯
502,"After a long time, movie with good story line, direction and screenplay. No need to mention about cast and their roles especially pankaj and Rao"
503,"Stop your worthless propangandas..
Go fk urself !!
This is movie no less than a masterpiece!
Much credit to Basu sir!
Comgo to thw whole team."
504,"Humiliation for hindu religion bollywood always tries to humiliate hindu religion , initial dialogues are irritating"
505,"One of the most artful movie I have watched, involvement of philosophy and the way the different life's was involved like a web structure was so brilliant, depicted true nature of our life.
Great movie"
506,"I was going through a rough face in life. Then I saw Ludo, really it detoxfied me and brought a very positive energy. Guys Wath this movie, you won't regret it, in fact you to"
507,"Ludo started as complex drama , it takes few minutes to get involved in proceeding There are parallel track running and Cris crossing the path, it's dark it's real Anurag Basu direction is fun Pankaj Tripathi is brilliant Story involving newcomer is endearing Abhishek Bachchan and child artist track is cute Sanya Malhotra is dependable It's fun watch"
508,This is best rollercoaster with very impressive screenplay and very much fun.
509,Best movie full entertainment.all actors play their role perfectly.
510,Amazing Movie all must watch. The life of this movie is its script and characters. All actors did good justice to their roles. Keeps you engrossed till the end credits. Go watch it and enjot
511,Just amazing Abhishek rajkumar pankaj u all are just awesome aditya tooo
512,"Movie is made with already popular actor/actresses. so one can believe this would have been an easy shot, But you'll find every character has done a very different role play than you are used to watch them as earlier.Rajkumar Rao, Pankaj Tripathi, Aditya Roy Kapur, Sanya, Pearl, everyone gave their exemplary performances. all are seen 100% inside their uniquely drafted characters.Movie keeps you glued to screen with its turning corners,
Even though there are multiple parallel universes stories running throughout, you never feel a disconnect.Surprisingly great music.Very easily one of the top comedy movies of indian cinema made to date, definitely even higher on the list of recent ones.Great Ending,,,"
513,A dark comedy with smart storytelling. People with particular agenda are trying to downgrade this brilliant movie
514,"The actual rating is 8/10 (But as we always known that a good handwriting deserves extra points, this too deserves it!! to motivates directors like him & as well as others..Overall the movie is an excellent work from Indian Cinema. The opening of the movie & introduction was well placed. The 2 hrs 30 minutes fun was well deserved though you might loose your clutches in between the movie. To that, simply hold on!!It is well casted movie who have committed excellently to the characters. Pankaj Tripathi alias Sattu Bhaiya "" take a bow"".. ""Bittu"" too has played well in the narrative.Anurag Basu has delivered yet another wonderful piece in this new genre after ""Barfi"" & ""Jagga Jasoos"" in terms of cinematography & direction. Though the plot should be taken in taste of bollywood, we love chatpata!!The genre is not new to fans who loved ""Pulp Fiction"" - 1994. But to watch a spectacular narrative/direction in Indian Cinema was something new to watch after a long time."
515,"My review is too short but it says whole.That is
""Watchworthy,more than the most."""
516,If you want to experience different in way of film. Ludo is one of them in very different to present for all characters life which connect to end but only one disappoint is for story line make to long and this film borred in some points. Otherwise 👍
517,"A very good fictional movie by Anurag basu. A movie with very good direction,editing & acting. Loved watching it."
518,"After missing for long post Barfi success, he has again given a creative masterpiece."
519,"Best direct and performance from actors.
Wish there's more of this movie to watch 👀👀"
520,"Must watch movie I love the way potrey the story Ludo of life, Anurag sir badhai from Bhilai."
521,"I love the movie personally,specially the rajkumar Rao and Fatima Sana sheikh 's portion.it was quite interesting
Also,Rohit saraf was also a show stealer and Aditya Roy Kapur and pankaj tripathi was also fantastic.its a decent time pass watch"
522,"Finally, a great comedy drama movie from Bollywood. This is one of the well made and entertaining movies in Bollywood in last 5 years. Everyone did a fantastic job in acting. The making of the movie is also applaudable. Running four stories simultaneously and converging them together-- hats off, Anurag Basu."
523,"The way Anurag sir add some of really sick reality of our goverment in today's around, perfectly. And don't listen 1/10 review they are idiots. Awesome movie go for it."
524,"The analogy between life and the game of Ludo is astoundingly depicted in this movie. Anurag Basu's cinematography has always created an apotheosis in bollywood movies. Good cast, strong story line and humor makes it quite appealing. The movie does drag abit at some point and that's when the audience can lose an eye. To summarize, definitely worth watching this movie."
525,"Indian version of Guy Ritchie or Tarantino (without much blood shed) style movie.. Great writing, screenplay, cinematography in Indian Context..Tripathi and Rajkumar rao steal the show.. others are also top notch, especially the side kicks of main antagonist..And Anurag Basu in his role also surprising..Good entertainment all the way.."
526,"I wish I had more time to write a longer review, but I guess most of my limited free time this weekend has gone towards re-watching this movie. I know what clicked for me: the musical style, and the quirky style"
527,"After long time other than Bollywood typical drama, I watched diffrent type of movie, very good screenplay, Director tells a different type of story."
528,I dont usually review but its nice movie all actors played well screen play i slow its the type of movie you can watch it for fun in free time.i saw some people are saying its not good and making religious comments i would say experience it yourself.it is better than movie like goalmaal. I hope everyone like minded would like it
529,Hats off to Anurag Basu. This movie shows even chaos can be beautiful if rightly presented. From acting to direction each aspect of the movie was brilliantly executed. Loved it
530,Well enacted ! Cast puts on an amazing 2.5 hr show. Only critique would be to shorten the film by just 20 odd minutes.Overall the movie puts up a good show.
531,Brilliant movie acting story directing love did it deserve theatrical release mind blowing
532,"Just like Laxmii, this too is a great movie but it's a little on the dark humour side. Amazing cast and well written story."
533,"Yes,it's Anurag Basu's film , gud story-writing , screenplay ,direction n yes flawless acting of Abhishek,Pankaj n Rajkumar rao👍"
534,"Awesome, must watch, I am now fan of anurag sir, seriously a moviu which Bollywood needs"
535,"Simply put, the best bollywood movie of 2020. Superb cast brilliant performance. You will experience all the emotions in this intertwined story telling."
536,"Good one.
Anurag Basu has rocked in this movie.4 sotries are inter connected to each other."
537,"After Serious Men this is most successful OTT by bollywood.
A fresh story with powerful characters and how their shades folds with the series of events is nicely done. Pankaj Tripathi nails it with his comic timing and Abhishek is just amazing with his emotions. Rajkumar Rao as usual is best. But Pankaj Tripathi has given a hell of a performance, I always say Pankaj Sir is more good with comic roles as compared to his masters in serious roles. His comic timing is bang on.The movies also has some very powerful visual comedy that makes you laugh and go rofl. On the other hand in most of the scenes Abhishek makes you feel the emotions of innocence, joy and pain without even saying a single word. And with all that the good music is icing on the cake. The perfect timing for background music is what other film makers should learn from this rather than forcefully injecting a full song with background dancers."
538,"Anurag basu sir direction is best..
Everyone's acting is best including Rajkumar rao and pankaj tripathi..
Storyline is very good and engaging as audience don't get bored with the movie..
Netflix has released a very good movie after a long time..."
539,"This movie is way too deep than it looks. Kudos to one of the legendary director living in India today. The narrator with the grey beard was Anurag Basu himself, played the god of death & interlinked the game with the concept of life that's the reason they were at the places where people were about to die.. He did a great job all-through. Also awesome work by Pankaj Tripathi & Raj Kumar Rao(one of the greatest at this moment). Even Junior Bachchan & Aditya Roy Kapoor did a pretty decent job.One thing I would add here that people are saying this movie as Hinduphobic. But the actual concept has been lost over the dumbness of the religion-minded audience. When one of the two narrators (Chitragupta) talking ask the other(Yamraj) what is the meaning of sin and virtue, Yamraj narrates a tale of duryodhan from mahabharat being the villain but still ending up in heaven. Then he asks chitragupta where he thinks the characters of Pankaj Tripathi and Abhishek Bachchan would end up? And chitragupta says Abhishek would go to heaven as he sacrificed himself for his family and Pankaj to hell as he ruined a lot of lives. But Yamraj laughs and says no Pankaj is not dying so soon as he still has purpose to be on earth.Hence you see pankaj tripathi in the end credit scene, the movie conveyed that just because you are evil or good that doesn't determines whether you'll die first or go to heaven or hell. The good soul can die early while the evil can still lurk around. It's all about our purpose here. And when that is over no one can prevent death.Good to see concept of Hindi cinema is changing towards better mastery than the mindless scripts & actions."
540,"The story is so fragile that plots vanished faster than the dreams in inception.Still its few characters like Pankaj Tripathi (Sattu) ,Rajkumar rao(Mithunda) kept the heat on and yea its a must watch movie with sattu bhaiya sealing every edge of plot skillfully."
541,What a amazing movie from start to end I was laughing all the characters was superb but pankaj tripathi and rajkumar rao is brilliant
542,Surprised to see the average rating of 7.6 !! This deserves a 9 star instead if not a complete 10.
543,"Very good direction,acting, screenplay, storytelling. Very good cinema to watch.must watch"
544,"All the stories are interesting
Acting is top-notchBut this type of movie could be hit or a flop due to Editing, and the editing is amazing and superb.Love every frame of this movie."
545,"Some amazing performances by Pankaj Tripathi ji and Rajkumar Rao ji. Although I felt a few pieces could have been better. Some parts could have been excluded, like I loved the connections but I felt there was too much love."
546,Worth watching. Keeps you engrossed throughout. Of course you need brains to connect with the story.
547,It's an entertainment film .. must watch because of Pankaj Tripathi ...Fantastic Acting boss.
548,Almost all points wat makes a movie to be watchable is der in this movie. Real things r well reflected on reel platform. It deserves a watch who really respect the meaning of life.
549,"Much watch movie
All cast acting is very well
Comedy, dialogue, screenplay, direction all are very good"
550,"After watching many same storylines movie this time anurag basu did something different and it is an experimental and result is awesome. I have seen many movie since last 1 year where i have to skip some nonsence part but in this movie not a single minute i got bored and haven't skipped a 10 second. The story of 4 different people has shown amazing and pankaj Tripathi as it is ""lit""
Abhishek tried his best in this movie and rajkumar rao has given his best as expected.
Inshort amazing.."
551,"Each and every character has done well.... everyone is awesome. Specifically for the first time I felll in love with Aditya Roy Kapoor. I felt that he needs good director. For God sake Aditya choose good characters who can can make you act. You are handsome but you need good cultivator. As usual and as expected Raj Kumar Rao, Pankaj Tripathi remains the best...the best. Sanya Malohtra, sana Shaikh, Abhishek Bachchan, Rohit suresh, Pearley Maaney,Shalini vatsa is also amazing...just liked it Mr. Basu - yamraj ji"
552,"In Ludo, he creates a mash-up of stories, sensibilities, tonalities. He returns to the multiple-story format, which he had used in his 2007 film Life in a...Metro. Using the game of Ludo as metaphor and structural skeleton, Anurag, who also wrote the film, constructs four interlocking stories. The twists in one impact the other. There is so much going on that Anurag himself appears as sutradhar, delivering exposition, explanation and also spelling out the big themes the film is grappling with - notions of good and evil, crime and punishment, love, death, murder, sacrifice. All of which is done with a mood of dry self-awareness, outlandish humor and eye-popping colour - incidentally Anurag is also the DoP."
553,"Ludo is a very welcome movie in diwali season especially after the massive disappointment that laxmii was. It's a well written movie with great acting all actors were amazing but male leads did a tremendous job especially Abhishek,rajkumar rao (Dance moves to die for), Pankaj and Aditya. There is some satire related to Hinduism in movie for comedic effect it may offend some people (didn't offend me) but nothing major. It's not a masterpiece but it's entertaining and guaranteed to get some good laughs out of you."
554,"Undoubtedly the best comedy movie of this year. So many characters and so many stories, still managed to make this fun and enjoyable. There was not even a single moment where the comedy was forced and this is the best part of this movie. Each and every song was worthy of watching. It's a 2.5 hrs full of joy kind of movie. It's also unusual to find a great message out of a comedy movie these days and it delivers that with brilliance!"
555,Simply an amazing story with interconnected character plots. Loved the direction and all the performances from a stellar cast. Kudos to Anurag Basu and Netflix for producing the film
556,"This Movie is very interesting.
Best movie for comedy lovers.."
557,"This is boring movie, dont watch on gun point, all is overacting and script is weak"
558,Worst acting and senseless script. Fully boycott this nonsense. The actors need some basic acting classes :-)
559,"Stupid movie, lacks performance . Plot is confusing. Waste of time"
560,"Idiot Director has done nothing except promoting his leftist propaganda and defaming Hindu Gods and GoddessesNo story
NothingFirst 20 minutes were so horrible that I thought Film making is the easiest task."
561,"Movie Total is fine with Mila but some scenes have anti Hindi agenda like she Ram Leela Wala, Abhishek Bachchan was kidnapping Behrupio in the car, do we find such girls before marriage that are for the experience Dating is absolutely a stupid concept, do all husbands have an affair after marriage, Bikul Chutiyapa has a communist agenda, I will give 3 stars for only acting
Has the whole of India been like this?
These OT platforms should be censored!"
562,Anurag tried his best to pull out a different storyline . In patches film is ok but lacks engaged screenwriting. You can give it a try and you may or may not like it depends .
563,"WELL ONE THING I WANT TO ASK ANURAG BASU THAT WHAT HE THINKS WHILE MAKING HIS MOVIES. SERIOUSLY ONE SENTENCE, FANTASTIC JOYRIDE OF ROLLER COASTER FILLED WITH FUN, HUMOR COMEDY, EMOTION AND DRAMA. IT MADE ME REJUVENATE. THIS IS THE BEST MAINSTREAM BOLLYWOOD FILM OF THE YEAR."
564,"This guy deserve a Oscar, Your heart will open after his movie. What a movie 🎥"
565,Amazing performance by all actors and great direction by Anurag Basu. It deserved to be released in theaters but never a less a great treat for Netflix lovers.
566,"A must watch movie. If u feel depressed just watch this movie.
Positive points :
Pankaj Tripathy just nailed it.
Raj kumar Rao amazed again with his extra ordinary skills.
Malayalam actress was bang on.
And the climax
On the top Anurag Basu's direction."
567,Money and time waste to watch these flop actors. Need to see some new faces
568,Great movie everything is perfect and connected well.
569,"Nothing, just nothing can make bollywood work now. Justice for ssr."
570,"Is this blood money tainted as well?
Another suicide squad hit job ?Seriously you've tainted an entire creative craft and turned it into a tool for Organized Crime"
571,"Unnecessarily target Arnab goswami and Hinduism, spread hinduphobia"
572,No value for money!! Not worth spending time and money
573,"We are done with bullywood.... waste of time and money... copied stories, overacting & weak storyline"
574,"It's boring.
Though star cast is good but it's boring and text book jokes and plots."
575,Filthiest anti hindu content which openly disrespects hindu god and mocks them.its time to take such directors and producers to court.
576,Zeroes of charsi world zeroes of charsi world losers of charsi world
577,"Bakwas movie, avoid wasting time. Better spend your time with more watchable movies worth your time."
578,"Starts really well but becomes clustered eventually. Nonetheless, the movie is watchable. Performances, camerawork, few characters, background score, screenplay and direction are good.Too many character arcs, length/editing are minus."
